mri_image_path,mri_source_class,mri_pred_class_idx,mri_prob_mild_impairment,mri_prob_moderate_impairment,mri_prob_no_impairment,mri_prob_very_mild_impairment
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1712).jpg,Very Mild Impairment,3,0.16928625106811523,8.942903639841404e-10,0.0015258394414559007,0.8291879296302795
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1713).jpg,Very Mild Impairment,2,0.02781667746603489,1.403267560817767e-05,0.897261381149292,0.07490788400173187
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1714).jpg,Very Mild Impairment,3,0.42148175835609436,4.2089645546639076e-08,0.053619135171175,0.5248991250991821
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1715).jpg,Very Mild Impairment,2,0.07684426009654999,5.808494130121744e-09,0.8087988495826721,0.11435677856206894
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1716).jpg,Very Mild Impairment,3,0.13656608760356903,1.5446716128408866e-09,0.3031286299228668,0.5603052377700806
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1717).jpg,Very Mild Impairment,3,0.18877483904361725,3.7495551108435166e-10,0.27163273096084595,0.539592444896698
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1718).jpg,Very Mild Impairment,3,0.36017298698425293,4.097762129617877e-08,0.10293223708868027,0.5368947386741638
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1719).jpg,Very Mild Impairment,2,0.0021177721209824085,4.6150258725674576e-08,0.7329829931259155,0.26489919424057007
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (172).jpg,Very Mild Impairment,3,0.03271567076444626,1.5551266869806568e-06,0.07795139402151108,0.8893313407897949
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1720).jpg,Very Mild Impairment,2,0.0026763989590108395,1.1122293308574172e-08,0.9353915452957153,0.061932094395160675
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1721).jpg,Very Mild Impairment,3,0.0003204513050150126,1.0631661240267931e-07,0.1251547783613205,0.874524712562561
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1722).jpg,Very Mild Impairment,2,0.0028299393597990274,3.364072909128879e-10,0.9941177368164062,0.0030522593297064304
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1723).jpg,Very Mild Impairment,2,0.014344053342938423,1.3086233430215088e-08,0.9151885509490967,0.07046736776828766
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1724).jpg,Very Mild Impairment,3,0.06942994147539139,7.062458706741381e-08,0.09135127067565918,0.8392187356948853
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1725).jpg,Very Mild Impairment,3,0.07414743304252625,1.5394077124142314e-08,0.12321106344461441,0.8026414513587952
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1726).jpg,Very Mild Impairment,2,2.0087516531930305e-05,8.946372288820559e-12,0.9663651585578918,0.03361484780907631
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1727).jpg,Very Mild Impairment,2,7.140950037864968e-05,1.1507220065709589e-08,0.9989833235740662,0.0009452574304305017
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1728).jpg,Very Mild Impairment,0,0.5020356774330139,1.6658422197224354e-08,0.07758501917123795,0.42037931084632874
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1729).jpg,Very Mild Impairment,2,0.00018603287753649056,4.723563207242876e-10,0.9963351488113403,0.003478864673525095
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (173).jpg,Very Mild Impairment,2,0.0014263635966926813,7.673881441405683e-07,0.9683809876441956,0.030191870406270027
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1730).jpg,Very Mild Impairment,3,0.0011196137638762593,5.232845623481808e-08,0.478553831577301,0.520326554775238
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1731).jpg,Very Mild Impairment,2,0.03367013484239578,5.794018989035976e-07,0.9193697571754456,0.04695948585867882
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1732).jpg,Very Mild Impairment,2,0.00015296859783120453,1.506752916879961e-10,0.9848968982696533,0.01495018508285284
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1733).jpg,Very Mild Impairment,2,0.010652788914740086,7.617070862941944e-10,0.985531210899353,0.003815974574536085
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1734).jpg,Very Mild Impairment,2,0.016009801998734474,3.4825392569715063e-10,0.9575634002685547,0.0264267697930336
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1735).jpg,Very Mild Impairment,2,0.0027424339205026627,3.4543796711972163e-09,0.9868037104606628,0.010453847236931324
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1736).jpg,Very Mild Impairment,2,0.004921112209558487,2.872724558233841e-10,0.8861796259880066,0.10889936238527298
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1737).jpg,Very Mild Impairment,2,0.012817173264920712,1.103477188735269e-06,0.7844588756561279,0.20272284746170044
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1738).jpg,Very Mild Impairment,2,6.415896496037021e-05,8.906883564030466e-11,0.9798070192337036,0.020128900185227394
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1739).jpg,Very Mild Impairment,2,0.0015376284718513489,1.164850004897744e-06,0.7876600623130798,0.2108011692762375
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (174).jpg,Very Mild Impairment,3,0.0005268881795927882,1.381224301599815e-10,0.021903499960899353,0.9775696396827698
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1740).jpg,Very Mild Impairment,3,0.005038592033088207,3.043837892846568e-08,0.3348342180252075,0.6601271033287048
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1741).jpg,Very Mild Impairment,3,0.004405248444527388,1.4470299958269095e-10,0.4383746087551117,0.5572201013565063
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1742).jpg,Very Mild Impairment,3,1.440132905372593e-06,4.674657816394756e-08,0.10257109999656677,0.8974274396896362
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1743).jpg,Very Mild Impairment,2,0.008204334415495396,2.7135913569509285e-06,0.9411386847496033,0.05065425857901573
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1744).jpg,Very Mild Impairment,2,0.00033550162333995104,1.5866163494138164e-08,0.9988113641738892,0.000853076868224889
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1745).jpg,Very Mild Impairment,2,4.227983481541742e-06,3.593779052124546e-09,0.9957667589187622,0.004228940233588219
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1746).jpg,Very Mild Impairment,2,3.596482565626502e-05,1.8964621539829807e-11,0.994465172290802,0.005498948972672224
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1747).jpg,Very Mild Impairment,2,0.0017538202228024602,9.239196629984292e-10,0.9826624393463135,0.015583716332912445
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1748).jpg,Very Mild Impairment,2,6.828766345279291e-05,4.882093063152126e-10,0.9998819828033447,4.965433254255913e-05
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1749).jpg,Very Mild Impairment,2,0.00028613139875233173,1.4532723469073972e-07,0.9670617580413818,0.032652001827955246
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (175).jpg,Very Mild Impairment,2,0.0003200686478521675,2.8571796040210984e-09,0.7583901286125183,0.24128979444503784
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1750).jpg,Very Mild Impairment,2,7.04475894508505e-07,7.553173039277772e-13,0.998284637928009,0.0017146714963018894
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1751).jpg,Very Mild Impairment,2,0.01624874398112297,2.6125985641556326e-07,0.7389811873435974,0.24476976692676544
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1752).jpg,Very Mild Impairment,3,0.0004075606702826917,2.6218103812425397e-06,0.39516913890838623,0.6044207215309143
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1753).jpg,Very Mild Impairment,2,0.0004703369631897658,3.4533431669814263e-09,0.9978336691856384,0.0016960040666162968
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1754).jpg,Very Mild Impairment,3,0.016495462507009506,1.703806540298558e-09,0.43010905385017395,0.5533955097198486
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1755).jpg,Very Mild Impairment,2,0.08910423517227173,1.2303688734505158e-08,0.8779309988021851,0.03296469897031784
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1756).jpg,Very Mild Impairment,2,0.00116762425750494,1.0102284875301848e-07,0.5803328156471252,0.41849952936172485
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1757).jpg,Very Mild Impairment,2,0.08490804582834244,5.174303652211165e-09,0.8340665102005005,0.08102540671825409
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1758).jpg,Very Mild Impairment,2,0.06591697037220001,3.575131813704502e-06,0.5925245881080627,0.3415548503398895
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1759).jpg,Very Mild Impairment,2,0.0007340386509895325,1.0490466828549927e-10,0.994306743144989,0.004959254525601864
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (176).jpg,Very Mild Impairment,3,0.011380882933735847,8.287714990729e-06,0.15032143890857697,0.8382894396781921
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1760).jpg,Very Mild Impairment,2,0.0010417344747111201,3.713984120246039e-10,0.8719205260276794,0.12703776359558105
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1761).jpg,Very Mild Impairment,2,3.8140737160574645e-05,7.820812243153341e-06,0.924546480178833,0.07540751993656158
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1762).jpg,Very Mild Impairment,2,0.00479105394333601,6.926690332420549e-08,0.6277837753295898,0.3674251437187195
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1763).jpg,Very Mild Impairment,2,8.402200819546124e-07,1.4980326007441036e-12,0.9995071887969971,0.0004919521161355078
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1764).jpg,Very Mild Impairment,2,0.026711156591773033,2.1132031680082264e-09,0.9716566205024719,0.0016321272123605013
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1765).jpg,Very Mild Impairment,3,0.01744413934648037,1.1461259674661051e-07,0.1507289707660675,0.8318266868591309
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1766).jpg,Very Mild Impairment,2,8.368578710360453e-05,3.4119088354600535e-07,0.8082689642906189,0.19164703786373138
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1767).jpg,Very Mild Impairment,3,0.3860865831375122,1.0834771302370427e-08,0.0036354854237288237,0.6102778911590576
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1768).jpg,Very Mild Impairment,2,0.08056288957595825,1.709364732960239e-05,0.8359569311141968,0.08346305787563324
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1769).jpg,Very Mild Impairment,3,0.3744463622570038,1.777777391964719e-08,0.030229346826672554,0.5953242182731628
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (177).jpg,Very Mild Impairment,3,0.012157402001321316,0.00033332587918266654,0.4193398356437683,0.5681694149971008
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1770).jpg,Very Mild Impairment,2,0.17251861095428467,3.2426370477622868e-09,0.6408464312553406,0.18663498759269714
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1771).jpg,Very Mild Impairment,3,0.30065396428108215,8.918737393059928e-08,0.26052770018577576,0.4388182759284973
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1772).jpg,Very Mild Impairment,3,0.005370499566197395,1.2690697104300597e-10,0.00010730400390457362,0.994522213935852
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1773).jpg,Very Mild Impairment,0,0.8160253167152405,8.562784370447218e-10,0.0812467634677887,0.102727971971035
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1774).jpg,Very Mild Impairment,3,0.11909718811511993,1.6880676412256435e-08,0.09746083617210388,0.7834420204162598
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1775).jpg,Very Mild Impairment,2,0.0005321024218574166,1.4860924046899981e-08,0.9270403981208801,0.07242745161056519
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1776).jpg,Very Mild Impairment,3,0.0011857692152261734,1.755019525262469e-07,0.25607696175575256,0.7427371144294739
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1777).jpg,Very Mild Impairment,2,0.006196944043040276,5.047420259529645e-10,0.9923326969146729,0.001470451825298369
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1778).jpg,Very Mild Impairment,2,0.006817443296313286,2.7014673165126624e-08,0.8271763324737549,0.16600611805915833
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1779).jpg,Very Mild Impairment,3,0.10216358304023743,2.0211928131175227e-07,0.008016572333872318,0.8898196220397949
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (178).jpg,Very Mild Impairment,3,0.0015143884811550379,9.475687789972653e-08,0.002357626333832741,0.9961279034614563
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1780).jpg,Very Mild Impairment,3,0.032668158411979675,9.512705206882188e-11,0.07993689179420471,0.8873950242996216
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1781).jpg,Very Mild Impairment,2,0.00012693683675024658,1.871953633769685e-11,0.978678286075592,0.021194731816649437
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1782).jpg,Very Mild Impairment,2,0.003014249261468649,8.004914953119169e-09,0.9832140207290649,0.01377174910157919
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1783).jpg,Very Mild Impairment,3,0.39768141508102417,9.678915802169286e-08,0.13242831826210022,0.46989011764526367
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1784).jpg,Very Mild Impairment,2,0.0008416381315328181,6.155458720513707e-08,0.5864644646644592,0.41269388794898987
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1785).jpg,Very Mild Impairment,2,0.0035628248006105423,3.239688055600709e-07,0.9739539623260498,0.022482888773083687
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1786).jpg,Very Mild Impairment,2,0.001688887015916407,2.62584537447097e-10,0.8896505236625671,0.10866063088178635
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1787).jpg,Very Mild Impairment,2,0.007054494693875313,3.8852574490988445e-09,0.9655050039291382,0.027440376579761505
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1788).jpg,Very Mild Impairment,2,0.02242955192923546,3.929538028302204e-09,0.9614650011062622,0.01610548421740532
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1789).jpg,Very Mild Impairment,2,0.009710358455777168,3.905183731944817e-08,0.8042266368865967,0.18606291711330414
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (179).jpg,Very Mild Impairment,2,0.14687229692935944,2.1793384519241954e-07,0.5738974213600159,0.2792300581932068
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1790).jpg,Very Mild Impairment,2,0.005441907327622175,6.856637355667772e-07,0.9726799726486206,0.021877452731132507
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1791).jpg,Very Mild Impairment,2,0.0002670154208317399,1.8266272175382348e-11,0.9986911416053772,0.0010417790617793798
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1792).jpg,Very Mild Impairment,2,0.0004233272629790008,3.472569289897365e-07,0.9637053608894348,0.03587096929550171
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1793).jpg,Very Mild Impairment,3,0.0007766844937577844,1.3774777016806183e-06,0.12148417532444,0.8777377605438232
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1794).jpg,Very Mild Impairment,2,0.025502631440758705,4.602823082677787e-07,0.8626682758331299,0.11182862520217896
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1795).jpg,Very Mild Impairment,2,0.00022121625079307705,2.3905186719019866e-09,0.8793562054634094,0.12042266130447388
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1796).jpg,Very Mild Impairment,2,0.0026599294506013393,1.6441202566053192e-10,0.8841893672943115,0.11315061897039413
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1797).jpg,Very Mild Impairment,3,0.029961738735437393,1.835456168919336e-05,0.03471740335226059,0.9353024363517761
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1798).jpg,Very Mild Impairment,3,0.01946372166275978,2.357569883315591e-06,0.0601242296397686,0.920409619808197
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1799).jpg,Very Mild Impairment,2,0.0009049014188349247,1.8845468048311886e-06,0.8408530950546265,0.15824012458324432
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (18).jpg,Very Mild Impairment,3,0.3742280900478363,0.00011606459156610072,0.02106298878788948,0.6045928001403809
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (180).jpg,Very Mild Impairment,2,0.04583790525794029,9.745592706167372e-07,0.4984132647514343,0.4557478129863739
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1800).jpg,Very Mild Impairment,3,0.0005235499702394009,8.245631033787504e-05,0.011791447177529335,0.9876026511192322
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1801).jpg,Very Mild Impairment,2,0.0025352765806019306,1.8745005547771143e-07,0.843801736831665,0.1536628007888794
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1802).jpg,Very Mild Impairment,0,0.6087146997451782,1.6036671990349305e-11,0.37106621265411377,0.020219067111611366
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1803).jpg,Very Mild Impairment,3,7.005554653005674e-05,1.753490153078019e-08,0.001674506813287735,0.9982554316520691
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1804).jpg,Very Mild Impairment,2,0.00361786806024611,1.013170311536804e-10,0.9945211410522461,0.0018609723774716258
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1805).jpg,Very Mild Impairment,2,0.008034074679017067,3.062436138012714e-10,0.9039390683174133,0.08802676200866699
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1806).jpg,Very Mild Impairment,3,0.000781909329816699,6.025139498433418e-08,0.0011763240909203887,0.9980416297912598
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1807).jpg,Very Mild Impairment,2,0.01737152226269245,9.520055499478985e-08,0.964727520942688,0.01790081523358822
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1808).jpg,Very Mild Impairment,2,0.020536916330456734,0.000482050672871992,0.7933818697929382,0.1855991780757904
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1809).jpg,Very Mild Impairment,2,0.011217729188501835,2.335902131445078e-11,0.9773044586181641,0.011477869935333729
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (181).jpg,Very Mild Impairment,2,0.0061273169703781605,3.4316271921852604e-05,0.5864009857177734,0.40743735432624817
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1810).jpg,Very Mild Impairment,2,0.003484404878690839,9.640325515647419e-07,0.924689769744873,0.0718248188495636
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1811).jpg,Very Mild Impairment,2,0.007843979634344578,5.3976566272151416e-11,0.9850789308547974,0.00707704434171319
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1812).jpg,Very Mild Impairment,2,0.0054884543642401695,1.9711633714170063e-10,0.9648231863975525,0.029688341543078423
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1813).jpg,Very Mild Impairment,2,0.0017681329045444727,2.0771594080176703e-12,0.9962257146835327,0.002006223425269127
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1814).jpg,Very Mild Impairment,3,0.020136550068855286,2.0502852748904843e-06,0.43035411834716797,0.5495072603225708
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1815).jpg,Very Mild Impairment,3,0.0032397310715168715,4.411766894918401e-06,0.03253087028861046,0.9642248749732971
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1816).jpg,Very Mild Impairment,2,0.00022137923224363476,5.273377221004516e-13,0.9989513158798218,0.0008272960549220443
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1817).jpg,Very Mild Impairment,3,0.052234359085559845,1.5873774827923626e-05,0.24824175238609314,0.699508011341095
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1818).jpg,Very Mild Impairment,2,0.0013991836458444595,1.214226927004347e-06,0.7201539278030396,0.27844566106796265
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1819).jpg,Very Mild Impairment,2,0.1767306625843048,3.7103207173316832e-09,0.7872284650802612,0.03604091331362724
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (182).jpg,Very Mild Impairment,3,0.013098780997097492,2.3354047584689397e-07,0.03529839962720871,0.951602578163147
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1820).jpg,Very Mild Impairment,2,0.058948952704668045,4.840241540904344e-10,0.5652034878730774,0.3758474886417389
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Very Mild Impairment\VeryMildImpairment (1821).jpg,Very Mild Impairment,2,3.184155866620131e-05,2.1719293030741937e-11,0.9818467497825623,0.01812143810093403
